Heat Pipe Width,Heat Pipe Thickness,Heat Load (W),Heat Flux (W/cm2),Heat Pipe Diameter,Evaporator Length,Condenser Length,Adiabatic Length,Fill Ratio,Air Velocity,Ambient Temperature,Maximum Temperature,Effective Thermal Conductivity,Working Fluid_Acetone,Working Fluid_Ammonia,Working Fluid_Methanol,Working Fluid_Water,Heat Pipe Material_Aluminum,Heat Pipe Material_Copper,Wick Structure_Grooved,Wick Structure_Wire Mesh,Wick Material_Aluminum,Wick Material_Copper,Orientation_Anti-Gravity (Top Heat),Orientation_Horizontal,Orientation_Vertical (Bottom Heat),Cooling Method_Forced Convection,Cooling Method_Natural Convection,Is_Flat,Target_Thermal_Resistance,Dataset_Split
0,0,0.06043956044,0.183745583,0,-0.2474526929,0.4213381555,0.1447876448,1.044854881,-0.3921568627,-0.09885931559,-0.1044776119,-0.2343185575,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.04147272254,train
0.4433962264,1.25,-0.6549450549,-0.5623422514,-0.5,0.4628820961,0.7884267631,0.5057915058,0.6279683377,-0.3921568627,-0.5475285171,-0.6268656716,0.4356469806,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,-0.04147272254,train
0.6603773585,1.5,-0.367032967,-0.4300858152,0,0.5327510917,0.9801084991,1.434362934,0.04221635884,0.9803921569,0.5703422053,0.4701492537,1.418367043,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.1495415257,train
1.683962264,0.9166666667,0.178021978,-0.3614336194,0.5,1.278020378,0.7974683544,0.7142857143,0.1899736148,-0.3921568627,-0.4714828897,-0.5373134328,1.518886953,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.1590796559,train
0,0,-0.4197802198,-0.3250883392,-0.5,0.2212518195,0.6889692586,1.455598456,0.6860158311,0.6666666667,-0.7756653992,-0.8432835821,1.302430863,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1143327771,train
0.2216981132,1.125,-0.4054945055,0.6612821807,-1,-0.672489083,-0.5063291139,-0.4575289575,-0.617414248,-0.3921568627,0.6007604563,0.7014925373,-0.4654763325,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0.5231698478,train
0,0,-0.5318681319,-0.3392226148,0.5,-0.6288209607,-0.5696202532,-0.6486486486,0.1583113456,0.7058823529,-0.5019011407,-0.5671641791,-0.5512200109,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,-0.03299266505,train
2.179245283,0.7083333333,-0.3362637363,-0.305906108,0.5,-0.250363901,0.01084990958,0.6853281853,0.2849604222,0.1176470588,-0.04562737643,-0.1119402985,-0.2611394152,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,-0.09440684059,train
0,0,0.8791208791,0.6754164563,0.5,-0.2561863173,-0.3924050633,0.2586872587,-0.4538258575,0.431372549,-0.01520912548,0.0223880597,-0.3442260343,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.07830661766,train
3.702830189,0.4166666667,-0.2307692308,-0.2402826855,0.5,-0.2066957787,-0.3924050633,-0.2432432432,-0.3007915567,0.1568627451,0.007604562738,-0.05223880597,-0.3934236982,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,-0.08114586824,train
0,0,-0.4043956044,-0.3705199394,0,0.05822416303,1.245931284,0.61003861,0.2796833773,-0.3921568627,-0.8821292776,-0.9328358209,0.08435178401,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.08114586824,train
0.2264150943,1.083333333,0.5923076923,1.325593135,-1,0.1717612809,0.3291139241,-0.4478764479,0.2691292876,-0.3921568627,-0.752851711,-0.5074626866,0.0139913611,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0.1341256404,train
0,0,-0.2527472527,-0.4785461888,0.5,0.9694323144,0.7251356239,0.2374517375,0.9023746702,-0.3921568627,-0.5931558935,-0.6567164179,0.3016161737,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.1266886801,train
0,0,0.5428571429,-0.03937405351,0.5,0.4687045124,0.5226039783,1.086872587,0.03166226913,1.176470588,-0.4714828897,-0.5074626866,0.2100141852,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1323967833,train
0,0,-0.7175824176,-0.471479051,-1,-0.3871906841,-0.2405063291,0.5077220077,0.2691292876,-0.3921568627,-0.5171102662,-0.5746268657,-0.160891068,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.331075638,train
0,0,0.167032967,0.1383139828,-0.5,0.3697234352,0.007233273056,0.8552123552,-0.02110817942,-0.3921568627,-0.6463878327,-0.6044776119,0.35006837,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.008536798061,train
1.028301887,1.5,0.2362637363,-0.3685007572,0.5,1.493449782,0.452079566,1.166023166,0.72823219,0.3529411765,0.2281368821,0.1417910448,1.891410936,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,-0.1657620013,train
2.155660377,0.4583333333,-0.1593406593,-0.1968702675,0,0.1018922853,0.5985533454,0.03667953668,0.2216358839,-0.3921568627,0.2129277567,0.1417910448,0.3432015489,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,-0.1209839755,train
0,0,0.4659340659,1.140837961,-1,0.1746724891,-0.3797468354,-0.1853281853,-0.7810026385,-0.3921568627,0.6235741445,0.8955223881,-0.01740666746,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.2253174117,train
0,0,0.1725274725,0.9550731954,0,-0.6754002911,-0.7305605787,-0.2258687259,-0.5382585752,-0.3921568627,-0.1596958175,-0.05223880597,-0.5106484716,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.09331568096,train
0,0,-0.3384615385,-0.4361433619,0,0.6986899563,0.6564195298,0.7084942085,0.03693931398,-0.3921568627,-0.7908745247,-0.8432835821,0.4358770106,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.09725086703,train
2.471698113,0.625,0.3472527473,-0.07370015144,0.5,0.2969432314,0.2441229656,1.737451737,0.9762532982,-0.3921568627,-0.1064638783,-0.1268656716,0.2114944708,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,-0.101044216,train
0,0,-0.2208791209,-0.09793033821,0.5,-0.4599708879,-0.4990958409,-0.277992278,-0.3166226913,-0.3921568627,0.1292775665,0.09701492537,-0.4745018147,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.02828476313,train
0,0,1.085714286,0.5885916204,0.5,-0.04657933042,-0.356238698,0.2374517375,-0.5910290237,0.6274509804,0.288973384,0.3134328358,-0.2697176169,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.09535475561,train
0,0,0.9241758242,4.155477032,-1,-0.5502183406,-0.7848101266,-0.6602316602,0.6015831135,-0.3921568627,-0.3574144487,0.5,-0.4718255862,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.5489074835,train
0,0,-0.7384615385,-0.6249369006,0,-0.06113537118,-0.1772151899,0.05791505792,0.3430079156,0.4705882353,0.7148288973,0.6044776119,0.09273296926,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-0.1209839755,train
2.056603774,0.75,-0.2043956044,-0.03634528016,0.5,-0.5181950509,-0.8137432188,-0.749034749,-0.1266490765,0.6666666667,-0.3650190114,-0.3955223881,-0.5504873228,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,-0.0339345231,train
0,0,-0.6989010989,-0.6087834427,0,0.2183406114,-0.2549728752,0.02123552124,-1.007915567,0.7450980392,0.9201520913,0.8059701493,-0.1154675999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.07641425128,train
0,0,0.3021978022,1.137809187,0,-0.6637554585,-0.5931283906,-0.2857142857,0.9604221636,0.7450980392,0.6007604563,0.6567164179,-0.5063013308,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.01773066458,train
0.5943396226,1.666666667,0.4934065934,-0.01413427562,0,0.7510917031,0.6256781193,-0.1467181467,0.7810026385,1.176470588,0.4030418251,0.3358208955,0.8310600123,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.1524019679,train
0,0,-0.6120879121,-0.5906108026,0,0.9053857351,0.4629294756,0.03861003861,-0.3166226913,-0.3921568627,-0.1673003802,-0.2611940299,1.022258596,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,-0.1400128815,train
0,0,-0.1406593407,-0.3856638062,0.5,0.5851528384,0.896925859,0.1969111969,0.7968337731,0.8235294118,-0.3041825095,-0.3731343284,0.1198722482,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1352521107,train
2.316037736,0.6666666667,-0.06923076923,-0.3422513882,0.5,0.5211062591,-0.2278481013,0.1814671815,-0.7968337731,-0.3921568627,0.9581749049,0.8880597015,-0.04555765233,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,-0.09914735378,train
0,0,-0.6428571429,-0.5986875315,0.5,0.326055313,-0.05605786618,0.5521235521,-0.2849604222,1.019607843,0.2433460076,0.1417910448,-0.03439267823,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.1190831619,train
1.278301887,1.208333333,0.5153846154,0.6693589096,0.5,-0.480349345,-0.6636528029,-0.611969112,0.7862796834,0.5098039216,-0.1368821293,-0.08955223881,-0.521966799,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,-0.04241541463,train
0.5943396226,1.666666667,1.016483516,0.3048965169,0,0.6491994178,0.1754068716,0.388030888,-0.7757255937,-0.3921568627,0.3498098859,0.328358209,0.8776953977,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1295423066,train
2.155660377,0.4583333333,0.7362637363,0.6138313983,0,-0.04657933042,-0.007233273056,-0.4034749035,-0.6279683377,0.7058823529,0.144486692,0.1641791045,-0.2787771776,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,-0.08114586824,train
0,0,-0.06263736264,1.181221605,-1,-0.4599708879,-0.5605786618,-0.4420849421,-0.8812664908,1.019607843,0.463878327,0.5074626866,-0.1932017619,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0.0905268435,train
0,0,-0.5703296703,-0.2887430591,-1,-0.02620087336,-0.07775768535,1.083011583,0.9973614776,0.6666666667,-0.5095057034,-0.5447761194,0.2306934552,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.1406021369,train
0,0,-0.2483516484,-0.2564361434,0,0.07860262009,0.226039783,-0.1486486486,0.6332453826,0.3529411765,-0.5095057034,-0.5820895522,0.1961346442,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1333484645,train
0,0,-0.4857142857,-0.3796062595,0.5,-0.4104803493,-0.08499095841,0.2393822394,0.7757255937,0.3137254902,-0.7300380228,-0.8059701493,-0.1826352917,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-0.1295423066,train
0,0,0.4527472527,4.28066633,-1,-0.7714701601,-0.8842676311,-0.4922779923,-0.5065963061,0.431372549,-0.5323193916,0.0671641791,-0.5251041525,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.5506799469,train
0,0,1.108791209,0.5805148915,0.5,-0.02328966521,-0.09403254973,0.5907335907,-0.3007915567,0.7058823529,0.5855513308,0.5447761194,0.1507995672,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,-0.1438232021,train
1.693396226,0.5833333333,-0.4527472527,-0.4795557799,0,0.5327510917,0.2441229656,1.291505792,-0.02638522427,-0.3921568627,-0.5627376426,-0.6417910448,1.181895149,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,-0.1295423066,train
1.028301887,1.5,0.9076923077,1.034830893,0.5,-0.4628820961,-0.7613019892,-0.3474903475,1.013192612,-0.3921568627,0.7452471483,0.8656716418,-0.4967071633,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,-0.003840894915,train
0,0,0.2241758242,0.08177688036,-0.5,0.5997088792,1.388788427,0.6003861004,-0.8548812665,-0.3921568627,0.1520912548,0.1417910448,0.6683233796,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.06128876062,train
1.023584906,0.5416666667,1.150549451,4.807672892,-0.5,-0.8064046579,-0.7160940325,-0.7027027027,0.5963060686,0.6274509804,-0.4030418251,0.05223880597,-0.5622880742,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.1922571052,train
0.5566037736,1,0.8285714286,0.4250378597,-0.5,0.7802037846,0.6799276673,-0.305019305,0.1846965699,-0.3921568627,0.5855513308,0.6343283582,0.3635442936,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,-0.05845538754,train
0,0,0.4615384615,0.8076728925,0.5,-0.5880640466,-0.7667269439,-0.9285714286,0.2585751979,-0.3921568627,-0.608365019,-0.5895522388,-0.5114163032,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.07357640231,train
0.5330188679,1.041666667,0.6197802198,0.7309439677,-0.5,0.1193595342,-0.1066907776,0.1467181467,-0.03166226913,-0.3921568627,0.1140684411,0.2313432836,-0.008000996797,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0.01773066458,train
0,0,-0.6307692308,-0.4583543665,-0.5,-0.192139738,0.4755877034,0.2895752896,-0.3218997361,-0.3921568627,-0.1140684411,-0.1865671642,-0.08541886757,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.01304532486,train
0,0,0.4527472527,-0.03129732458,0.5,0.3289665211,-0.157323689,0.4942084942,-0.9920844327,0.6274509804,-0.4030418251,-0.4253731343,-0.05538184978,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1152826656,train
0,0,1.036263736,1.935386169,0.5,-0.7132459971,-0.4086799277,-0.4613899614,-0.6226912929,-0.3921568627,-0.1520912548,-0.08955223881,-0.4640471647,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,-0.07263063942,train
0,0,-0.6417582418,-0.5522463402,-0.5,0.4774381368,1.482820976,0.6428571429,-0.9182058047,0.7843137255,0.6463878327,0.5373134328,1.477266434,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,-0.1295423066,train
1.396226415,0.7083333333,-0.6637362637,-0.628975265,0,1.414847162,0.8372513562,0.6795366795,0.4907651715,0.6274509804,0.8669201521,0.7537313433,2.066777919,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.1590796559,train
1.976415094,0.5,-0.06593406593,-0.3028773347,0,0.7510917031,0.1898734177,0.5694980695,-0.4327176781,-0.3921568627,0.4562737643,0.4029850746,0.3570651155,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,-0.08966867176,train
1.396226415,0.7083333333,-0.456043956,-0.1635537607,0,-0.5909752547,-0.6546112116,-0.8166023166,0.8443271768,0.3529411765,0.7452471483,0.6567164179,-0.4544391528,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.07357640231,train
0.8349056604,0.6666666667,-0.7175824176,-0.6007067138,-0.5,0.2241630277,0.5388788427,1.368725869,-0.3482849604,0.8235294118,0.6920152091,0.5820895522,0.4557394612,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,-0.06128876062,train
2.316037736,0.6666666667,-0.5010989011,-0.4694598688,0.5,-0.096069869,0.03254972875,0.1988416988,-0.2374670185,-0.3921568627,-0.6539923954,-0.7164179104,-0.2632182047,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,-0.07546820822,train
1.372641509,1.125,1.086813187,0.0191822312,0.5,0.9752547307,0.5316455696,1.335907336,-0.4327176781,0.7843137255,0.5627376426,0.4925373134,1.438513836,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.1628975683,train
1.316037736,0.75,-0.7186813187,-0.5784957092,0,-0.4017467249,-0.6292947559,-0.7123552124,-0.6754617414,-0.3921568627,0.9733840304,0.8656716418,-0.4861193941,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0.02241371418,train
0,0,0.06923076923,-0.2059565876,0,0.6375545852,0.3634719711,0.3108108108,-0.1319261214,-0.3921568627,-0.8136882129,-0.8358208955,0.2455208049,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.08872131912,train
0,0,-0.6648351648,-0.428066633,-1,-0.1077147016,-0.2169981917,-0.7567567568,-0.3588390501,0.5882352941,0.5323193916,0.4552238806,-0.2753842353,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.1563125689,train
0,0,0.5065934066,3.229681979,-1,-0.596797671,-0.6057866184,-0.6312741313,-0.1794195251,0.3529411765,0.09125475285,0.3134328358,-0.3298172114,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0.1461499373,train
0,0,-0.3813186813,-0.2241292277,-0.5,0.005822416303,-0.1048824593,-0.6467181467,-0.9551451187,-0.3921568627,-0.1216730038,-0.1567164179,-0.2447157,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.01585680363,train
1.089622642,1.416666667,-0.7516483516,-0.6532054518,0.5,0.1892285298,0.349005425,-0.4131274131,-0.7229551451,0,-0.01520912548,-0.1194029851,0.07411864436,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.1514483923,train
0,0,-0.004395604396,0.2382635033,0.5,-0.5705967977,-0.2350813743,-0.4324324324,-0.9234828496,-0.3921568627,-0.3041825095,-0.3059701493,-0.5045100787,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,-0.02452010651,train
0,0,0.07692307692,1.010600707,0.5,-0.8675400291,-0.7956600362,-0.8030888031,-0.6490765172,-0.3921568627,-0.4258555133,-0.328358209,-0.6116348317,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.1063195331,train
0,0,0.5318681319,0.1615345785,-0.5,0.9344978166,0.5858951175,0.4594594595,1.060686016,0.5098039216,0.4258555133,0.3731343284,1.697310353,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1352521107,train
0,0,-0.6494505495,-0.6168601716,0,1.170305677,0.513562387,0.6505791506,-0.8865435356,-0.3921568627,-0.007604562738,-0.1044776119,1.652731393,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1428704798,train
0,0,0.2549450549,0.3008581524,-0.5,0.2183406114,0.3526220615,0.694980695,0.4432717678,-0.3921568627,-0.1292775665,-0.08955223881,0.2506805054,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.0113554451,train
0,0,0.4582417582,0.9076224129,0,-0.4657933042,-0.7721518987,-0.5849420849,-0.6437994723,-0.3921568627,0.06844106464,0.2089552239,-0.4953323081,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.070050527,train
1.089622642,1.416666667,-0.5131868132,-0.5613326603,0.5,0.7132459971,1.016274864,0.2895752896,0.8021108179,0.1176470588,0.03802281369,-0.05970149254,0.8386627164,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.1628975683,train
0,0,0.9054945055,-0.01615345785,0,1.411935953,0.4484629295,1.171814672,0.9868073879,-0.3921568627,0.6844106464,0.671641791,1.055521359,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,-0.1133829827,train
0.3820754717,1.458333333,-0.7186813187,-0.5926299849,-0.5,0.08151382824,-0.1247739602,-0.2876447876,-1.002638522,-0.3921568627,-0.2737642586,-0.3656716418,0.2392940209,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,-0.07452225858,train
0.3301886792,0.75,-0.3164835165,1.216557294,-1,-0.7598253275,-0.7432188065,-0.5733590734,0.9287598945,-0.3921568627,-0.6007604563,-0.3582089552,-0.5221904393,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0.70713027,train
0,0,-0.3208791209,0.4734982332,-0.5,-0.7132459971,-0.6907775769,-0.9420849421,1.018469657,-0.3921568627,-0.4106463878,-0.3432835821,-0.5622177873,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0.2591776014,train
0.7924528302,1.25,0.1846153846,1.302372539,0,-0.7802037846,-0.5406871609,-0.7258687259,-0.1530343008,0.3137254902,-0.5323193916,-0.4552238806,-0.5694104843,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.04486054443,train
0,0,-0.04835164835,0.375567895,-1,0.2154294032,0.1338155515,0.05598455598,-0.3166226913,-0.3921568627,-0.6235741445,-0.5223880597,0.1554747137,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0.1590823259,train
1.396226415,0.7083333333,-0.06373626374,0.384654215,0,-0.5705967977,-0.7631103074,-0.3088803089,-0.03166226913,0.8235294118,0.4106463878,0.4179104478,-0.4912556656,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.02709447591,train
0,0,0.2703296703,-0.1403331651,0.5,0.3726346434,0.8264014467,0.04633204633,0.2691292876,0.3529411765,-0.1368821293,-0.1865671642,-0.0199540366,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,-0.1314451966,train
0,0,1.1,0.05653710247,0.5,0.8762736536,0.3001808318,0.7471042471,-0.7493403694,-0.3921568627,-0.2281368821,-0.2686567164,1.016586653,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.1514483923,train
0,0,0.856043956,0.4119131752,0.5,-0.02037845706,-0.05063291139,-0.5501930502,0.1741424802,0.3921568627,-0.433460076,-0.4179104478,-0.356433598,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,-0.1019927879,train
0.7830188679,0.7083333333,-0.2318681319,0.4472488642,-0.5,-0.5880640466,-0.2459312839,-0.3687258687,0.6754617414,0.2745098039,0.2509505703,0.2537313433,-0.4354595488,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0.07191381969,train
0,0,0.07142857143,0.2160524987,0.5,-0.480349345,-0.5244122966,-0.4073359073,1.002638522,-0.3921568627,-0.8669201521,-0.8880597015,-0.3724323967,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.08966867176,train
0,0,-0.3450549451,0.2927814235,-1,-0.2998544396,-0.4611211573,-0.6023166023,-0.07387862797,-0.3921568627,0.8136882129,0.8731343284,-0.3457159044,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.3301688997,train
0,0,0.5087912088,0.2402826855,-0.5,0.7074235808,0.575045208,0.6583011583,-0.2163588391,-0.3921568627,-0.7376425856,-0.6865671642,0.6291032664,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,-0.04996029226,train
0.3726415094,1.5,0.6549450549,0.8308934881,-0.5,0.05822416303,-0.4068716094,-0.1042471042,0.4063324538,-0.3921568627,-0.6539923954,-0.5970149254,0.2344048187,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,-0.05467885971,train
0,0,0.5307692308,1.42958102,-0.5,-0.4133915575,-0.8137432188,-0.472972973,-0.3746701847,-0.3921568627,0.8669201521,0.9701492537,-0.266957257,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0.031772952,train
2.056603774,0.75,1.081318681,0.2402826855,0.5,0.4250363901,0.705244123,1.702702703,0.6860158311,-0.3921568627,0.5019011407,0.5,0.3344188761,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,-0.1124332824,train
0,0,0.8142857143,4.124179707,-1,-0.5938864629,-0.4159132007,-0.750965251,-0.8232189974,-0.3921568627,-0.5779467681,0.1343283582,-0.4705487067,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.4777387181,train
0.7169811321,1.375,0.343956044,-0.2715800101,0,1.647743814,1.627486438,-0.07335907336,0.6649076517,0.2352941176,-0.7072243346,-0.7686567164,2.121482458,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,-0.1648070952,train
0,0,-0.2956043956,-0.3796062595,0.5,0.1164483261,-0.1012658228,-0.2297297297,-0.01055408971,-0.3921568627,-0.6692015209,-0.7388059701,0.01506057456,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,-0.1304937043,train
1.023584906,0.5416666667,0.7131868132,0.3250883392,-0.5,0.8238719068,0.47920434,1.287644788,-0.7176781003,0.862745098,0.8669201521,0.8208955224,2.029208484,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.1304937043,train
0,0,-0.4395604396,-0.4967188289,0,0.768558952,0.9493670886,0.6216216216,-0.8496042216,-0.3921568627,-0.1673003802,-0.2537313433,1.312593716,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,-0.1428704798,train
0,0,-0.7483516484,-0.6521958607,0,0.6579330422,1.045207957,0.7142857143,0.4960422164,1.176470588,0.5703422053,0.4552238806,1.257452546,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,-0.1514483923,train
0,0,0.6978021978,0.4775365977,0,0.06695778748,-0.03616636528,-0.1081081081,-0.2321899736,1.137254902,-0.8288973384,-0.8432835821,0.1550178486,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,-0.1266886801,train
0,0,-0.3417582418,-0.2049469965,-0.5,0.06986899563,0.7974683544,0.1447876448,-0.6965699208,-0.3921568627,-0.6996197719,-0.7537313433,0.5946307167,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,-0.09156365812,train
0,0,0.3791208791,0.07975769813,0.5,0.008733624454,1.047016275,0.7027027027,-0.4327176781,-0.3921568627,-0.2661596958,-0.3134328358,0.3665229689,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,-0.139060538,train
1.127358491,0.875,0.7450549451,1.069156991,0,-0.3697234352,-0.4267631103,-0.6293436293,-0.1372031662,-0.3921568627,0.6463878327,0.7537313433,-0.4526596153,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.002729505242,train
0.4952830189,0.5,0.3802197802,0.908632004,-1,0.2765647744,0.3815551537,0.3532818533,0.3588390501,0.6666666667,0.1064638783,0.1268656716,1.013906165,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,-0.0443010771,train
1,1.541666667,-0.6846153846,-0.5976779404,0.5,-0.09898107715,-0.3001808318,-0.694980695,0.6121372032,-0.3921568627,0.6920152091,0.5820895522,-0.2461267636,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,-0.1209839755,train
3.367924528,0.4583333333,-0.4318681319,-0.4694598688,0.5,0.1746724891,0.07414104882,0.4092664093,0.907651715,0.07843137255,0.8593155894,0.7537313433,0.2687442493,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.1495415257,train
0.6981132075,1.416666667,-0.3615384615,-0.3765774861,0,0.229985444,0.1103074141,-0.1621621622,-0.7493403694,0.03921568627,-0.7452471483,-0.8059701493,-0.1073249642,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,-0.09345901935,train
0,0,-0.2065934066,0.7390206966,-1,-0.4104803493,-0.2441229656,0.1061776062,1.071240106,0.9803921569,-0.8212927757,-0.723880597,-0.2448658584,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.2317325783,train
2.316037736,0.6666666667,-0.08241758242,-0.4088844018,0.5,0.9199417758,0.9493670886,0.4478764479,0.907651715,-0.3921568627,-0.2357414449,-0.2985074627,0.3642418382,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,-0.1314451966,train
1.089622642,1.416666667,-0.3417582418,-0.5259969712,0.5,1.181950509,1.390596745,0.05791505792,-0.6965699208,0,0.2813688213,0.1865671642,0.4655114759,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,-0.1495415257,train
1.372641509,1.125,-0.4483516484,-0.4583543665,0.5,0.04075691412,0.3200723327,1.530888031,-0.1530343008,0.431372549,-0.7376425856,-0.8134328358,0.5146771912,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-0.1495415257,train
